image_path,surveillance_model_id,make_name,model_name,web_nature_model_id,color_id,color_name,split
../../data/raw/compcars/sv_data\image\121\5cb6392567e988.jpg,121,Lufeng,Landwind X8,811,1,white,train
../../data/raw/compcars/sv_data\image\121\5cc8339ec7f065.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\5cc8d6c500a23c.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\5eef6a4db17b94.jpg,121,Lufeng,Landwind X8,811,9,silver,test
../../data/raw/compcars/sv_data\image\121\601f650e1d77e3.jpg,121,Lufeng,Landwind X8,811,2,red,train
../../data/raw/compcars/sv_data\image\121\612b49d142b04f.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\61a1e7550c1cb9.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\61b0b6222a193f.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\621439c28face2.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\633029b0a7fc5a.jpg,121,Lufeng,Landwind X8,811,0,black,test
../../data/raw/compcars/sv_data\image\121\63af017ca8e774.jpg,121,Lufeng,Landwind X8,811,7,brown,train
../../data/raw/compcars/sv_data\image\121\63db2c4b2a8b7c.jpg,121,Lufeng,Landwind X8,811,0,black,test
../../data/raw/compcars/sv_data\image\121\64e74af70132d3.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\65c9006f14b6c7.jpg,121,Lufeng,Landwind X8,811,1,white,test
../../data/raw/compcars/sv_data\image\121\661072ec2320e1.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\6680b8e219a8c4.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\672e049e521698.jpg,121,Lufeng,Landwind X8,811,1,white,train
../../data/raw/compcars/sv_data\image\121\67f55308bf5126.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\698ab234cee310.jpg,121,Lufeng,Landwind X8,811,0,black,test
../../data/raw/compcars/sv_data\image\121\6d05cbfd753b49.jpg,121,Lufeng,Landwind X8,811,9,silver,test
../../data/raw/compcars/sv_data\image\121\6d1ff4bb07607d.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\6d93e40985f2e7.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\6dfe52065ec972.jpg,121,Lufeng,Landwind X8,811,9,silver,test
../../data/raw/compcars/sv_data\image\121\6e23c238412463.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\6f1ad2cfb47382.jpg,121,Lufeng,Landwind X8,811,7,brown,test
../../data/raw/compcars/sv_data\image\121\70d66ff2cc13d3.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\72425e4b788e3c.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\7297211738fe01.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\72f4d06ddb71c5.jpg,121,Lufeng,Landwind X8,811,0,black,test
../../data/raw/compcars/sv_data\image\121\73055c24665269.jpg,121,Lufeng,Landwind X8,811,1,white,test
../../data/raw/compcars/sv_data\image\121\733ee69b3acad9.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\738a3b85422895.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\74937c0ec6d224.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\7510500bb5cf25.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\75f008992a8611.jpg,121,Lufeng,Landwind X8,811,9,silver,test
../../data/raw/compcars/sv_data\image\121\75f421c40f83c5.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\75f7a475d5a68e.jpg,121,Lufeng,Landwind X8,811,0,black,test
../../data/raw/compcars/sv_data\image\121\7678fbbd5cd446.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\76deff07966d74.jpg,121,Lufeng,Landwind X8,811,9,silver,test
../../data/raw/compcars/sv_data\image\121\77a70b76837035.jpg,121,Lufeng,Landwind X8,811,0,black,test
../../data/raw/compcars/sv_data\image\121\77be3def328507.jpg,121,Lufeng,Landwind X8,811,1,white,train
../../data/raw/compcars/sv_data\image\121\786048fe5adc41.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\78943c4a31ffee.jpg,121,Lufeng,Landwind X8,811,2,red,train
../../data/raw/compcars/sv_data\image\121\7a07c8290e7879.jpg,121,Lufeng,Landwind X8,811,1,white,train
../../data/raw/compcars/sv_data\image\121\7a09bd9ea65600.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\7a638f406f365f.jpg,121,Lufeng,Landwind X8,811,2,red,train
../../data/raw/compcars/sv_data\image\121\7bb6ff1ee289f8.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\7d0ec178dd06a3.jpg,121,Lufeng,Landwind X8,811,2,red,train
../../data/raw/compcars/sv_data\image\121\7d3915a9add2eb.jpg,121,Lufeng,Landwind X8,811,1,white,train
../../data/raw/compcars/sv_data\image\121\7dcffda1ea7884.jpg,121,Lufeng,Landwind X8,811,7,brown,train
../../data/raw/compcars/sv_data\image\121\7fa679d4173865.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\8157acbe5af832.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\8165a0bed86505.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\834cb9865f8a9b.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\83eef5f5ba4edd.jpg,121,Lufeng,Landwind X8,811,0,black,test
../../data/raw/compcars/sv_data\image\121\85784c2d230f27.jpg,121,Lufeng,Landwind X8,811,1,white,train
../../data/raw/compcars/sv_data\image\121\8586ee1d04d0ac.jpg,121,Lufeng,Landwind X8,811,1,white,train
../../data/raw/compcars/sv_data\image\121\861c51800d6171.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\863bc6a70a0960.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\870e305b90df8c.jpg,121,Lufeng,Landwind X8,811,2,red,train
../../data/raw/compcars/sv_data\image\121\87669a63ea22bb.jpg,121,Lufeng,Landwind X8,811,1,white,train
../../data/raw/compcars/sv_data\image\121\8875c542dab701.jpg,121,Lufeng,Landwind X8,811,1,white,train
../../data/raw/compcars/sv_data\image\121\88d918398a71b3.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\8940e8a3a00239.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\8addafc627f90f.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\8b9723ed1bccc7.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\8bc1ba363ccfc4.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\8bc89ae2e7d917.jpg,121,Lufeng,Landwind X8,811,0,black,test
../../data/raw/compcars/sv_data\image\121\8dcc1f66e78290.jpg,121,Lufeng,Landwind X8,811,2,red,train
../../data/raw/compcars/sv_data\image\121\8f0d6efb8815d6.jpg,121,Lufeng,Landwind X8,811,1,white,train
../../data/raw/compcars/sv_data\image\121\8f377fb9d34e13.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\8fc59b3de83b01.jpg,121,Lufeng,Landwind X8,811,9,silver,test
../../data/raw/compcars/sv_data\image\121\908c7bbf21cf87.jpg,121,Lufeng,Landwind X8,811,1,white,train
../../data/raw/compcars/sv_data\image\121\9540ba6e61fa29.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\960fdc3befc812.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\981e483907f0bf.jpg,121,Lufeng,Landwind X8,811,2,red,train
../../data/raw/compcars/sv_data\image\121\99d7e8bb26256d.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\9a4bf5bfd05659.jpg,121,Lufeng,Landwind X8,811,7,brown,train
../../data/raw/compcars/sv_data\image\121\9bc824e4a513ca.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\9d3685af4bad71.jpg,121,Lufeng,Landwind X8,811,2,red,test
../../data/raw/compcars/sv_data\image\121\9d7f1eae2426c8.jpg,121,Lufeng,Landwind X8,811,2,red,test
../../data/raw/compcars/sv_data\image\121\9dc64abeb2e1b3.jpg,121,Lufeng,Landwind X8,811,9,silver,test
../../data/raw/compcars/sv_data\image\121\9de5a04ec5c932.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\9e08113cb41109.jpg,121,Lufeng,Landwind X8,811,0,black,test
../../data/raw/compcars/sv_data\image\121\9ecc1369c1bdc2.jpg,121,Lufeng,Landwind X8,811,7,brown,train
../../data/raw/compcars/sv_data\image\121\a02d9e73e9b543.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\a052ad72c8ac54.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\a315ecafec56f9.jpg,121,Lufeng,Landwind X8,811,2,red,train
../../data/raw/compcars/sv_data\image\121\a386d6635cc00b.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\a3c822c5dd9897.jpg,121,Lufeng,Landwind X8,811,2,red,train
../../data/raw/compcars/sv_data\image\121\a4d29117f4789c.jpg,121,Lufeng,Landwind X8,811,1,white,train
../../data/raw/compcars/sv_data\image\121\a4f74585ef5066.jpg,121,Lufeng,Landwind X8,811,7,brown,test
../../data/raw/compcars/sv_data\image\121\a57721d38a3a12.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\a599fb3a6d48c4.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\a740854f0157ce.jpg,121,Lufeng,Landwind X8,811,1,white,train
../../data/raw/compcars/sv_data\image\121\a78e23783bcaf0.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\a7e37dea9e9443.jpg,121,Lufeng,Landwind X8,811,0,black,test
../../data/raw/compcars/sv_data\image\121\a8037eb1bb996b.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\a9d23aa99ea538.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\a9e1dea84c9706.jpg,121,Lufeng,Landwind X8,811,2,red,train
../../data/raw/compcars/sv_data\image\121\aad310d2e5c1f9.jpg,121,Lufeng,Landwind X8,811,0,black,test
../../data/raw/compcars/sv_data\image\121\ac0739d8224ba6.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\ac7aa24921614e.jpg,121,Lufeng,Landwind X8,811,1,white,test
../../data/raw/compcars/sv_data\image\121\ace28d3d6a4fdd.jpg,121,Lufeng,Landwind X8,811,1,white,test
../../data/raw/compcars/sv_data\image\121\ae1c8437fd566b.jpg,121,Lufeng,Landwind X8,811,0,black,test
../../data/raw/compcars/sv_data\image\121\ae78bf45ce765c.jpg,121,Lufeng,Landwind X8,811,2,red,train
../../data/raw/compcars/sv_data\image\121\ae886f636acb37.jpg,121,Lufeng,Landwind X8,811,7,brown,test
../../data/raw/compcars/sv_data\image\121\b06fd7f4415ff8.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\b18c73ea3f291e.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\b1a8c64119b85a.jpg,121,Lufeng,Landwind X8,811,2,red,test
../../data/raw/compcars/sv_data\image\121\b3146ade2f5d83.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\b3daad1d8c54b0.jpg,121,Lufeng,Landwind X8,811,2,red,train
../../data/raw/compcars/sv_data\image\121\b459389b395385.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\b47a30cc06aea1.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\b651539183feec.jpg,121,Lufeng,Landwind X8,811,2,red,test
../../data/raw/compcars/sv_data\image\121\b8d0f63dadfa1a.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\ba1eccbf4bf766.jpg,121,Lufeng,Landwind X8,811,2,red,train
../../data/raw/compcars/sv_data\image\121\ba6d94fee21a51.jpg,121,Lufeng,Landwind X8,811,2,red,train
../../data/raw/compcars/sv_data\image\121\bb7fd06c685a7e.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\bde485967432e0.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\bf88f17159b93f.jpg,121,Lufeng,Landwind X8,811,2,red,test
../../data/raw/compcars/sv_data\image\121\c0c171bd779fe8.jpg,121,Lufeng,Landwind X8,811,1,white,train
../../data/raw/compcars/sv_data\image\121\c100c6d2407fce.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\c1304466f9e379.jpg,121,Lufeng,Landwind X8,811,0,black,test
../../data/raw/compcars/sv_data\image\121\c35d6aa01d03e6.jpg,121,Lufeng,Landwind X8,811,9,silver,test
../../data/raw/compcars/sv_data\image\121\c405829e5d13a4.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\c51b3d3d314b2b.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\c75d3fb6c9b314.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\c7ac129153e63a.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\c87cc41bf5150a.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\c94bd3d6aee9d6.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\c993425058ad6a.jpg,121,Lufeng,Landwind X8,811,2,red,train
../../data/raw/compcars/sv_data\image\121\cab876ea16194a.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\cae3703e010c35.jpg,121,Lufeng,Landwind X8,811,0,black,test
../../data/raw/compcars/sv_data\image\121\cae8cb14662bcc.jpg,121,Lufeng,Landwind X8,811,0,black,test
../../data/raw/compcars/sv_data\image\121\cb295ffb14de61.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\cb7147f50529f9.jpg,121,Lufeng,Landwind X8,811,1,white,test
../../data/raw/compcars/sv_data\image\121\cc08af585d608d.jpg,121,Lufeng,Landwind X8,811,0,black,test
../../data/raw/compcars/sv_data\image\121\cccceaae2c830c.jpg,121,Lufeng,Landwind X8,811,1,white,train
../../data/raw/compcars/sv_data\image\121\cec34afcc7bfd7.jpg,121,Lufeng,Landwind X8,811,0,black,test
../../data/raw/compcars/sv_data\image\121\cfeaff39a821ca.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\d1978d8e7e169c.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\d1b1318ec0e108.jpg,121,Lufeng,Landwind X8,811,7,brown,train
../../data/raw/compcars/sv_data\image\121\d1cba3ec02362e.jpg,121,Lufeng,Landwind X8,811,9,silver,test
../../data/raw/compcars/sv_data\image\121\d1deabb220a22b.jpg,121,Lufeng,Landwind X8,811,1,white,train
../../data/raw/compcars/sv_data\image\121\d28f8d0c0b199f.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\d2fbd46f82b054.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\d4e6895f718caf.jpg,121,Lufeng,Landwind X8,811,2,red,test
../../data/raw/compcars/sv_data\image\121\d50561a31ea7af.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\d57c0f2201ca7a.jpg,121,Lufeng,Landwind X8,811,7,brown,train
../../data/raw/compcars/sv_data\image\121\d603e21c393b20.jpg,121,Lufeng,Landwind X8,811,2,red,test
../../data/raw/compcars/sv_data\image\121\d6b29f7460c9a6.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\d6e3c333cadea8.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\d6ea92fae27519.jpg,121,Lufeng,Landwind X8,811,7,brown,train
../../data/raw/compcars/sv_data\image\121\d9464553335c76.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\d9a8c4e8f1bc18.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\dac5120550eae6.jpg,121,Lufeng,Landwind X8,811,0,black,test
../../data/raw/compcars/sv_data\image\121\dadcd0ff235419.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\daf3111c99ee49.jpg,121,Lufeng,Landwind X8,811,2,red,test
../../data/raw/compcars/sv_data\image\121\dafdde80acbb99.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\db0f89505fb571.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\dc81294ef625d5.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\dc9dbe01aa7f54.jpg,121,Lufeng,Landwind X8,811,2,red,test
../../data/raw/compcars/sv_data\image\121\dd35c61ea5a131.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\deedd3ce802ff1.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\e05919ee305edf.jpg,121,Lufeng,Landwind X8,811,7,brown,train
../../data/raw/compcars/sv_data\image\121\e071df20abb2cb.jpg,121,Lufeng,Landwind X8,811,2,red,train
../../data/raw/compcars/sv_data\image\121\e102d9dd3ed0af.jpg,121,Lufeng,Landwind X8,811,1,white,train
../../data/raw/compcars/sv_data\image\121\e19018d1261300.jpg,121,Lufeng,Landwind X8,811,9,silver,test
../../data/raw/compcars/sv_data\image\121\e28cdff57cd4f8.jpg,121,Lufeng,Landwind X8,811,0,black,test
../../data/raw/compcars/sv_data\image\121\e4fbceac1c4e03.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\e5939ed606c87d.jpg,121,Lufeng,Landwind X8,811,1,white,test
../../data/raw/compcars/sv_data\image\121\e5ab8ac352978c.jpg,121,Lufeng,Landwind X8,811,0,black,test
../../data/raw/compcars/sv_data\image\121\e5d7ad1c9a7b2e.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\e6118a9862ddc0.jpg,121,Lufeng,Landwind X8,811,1,white,train
../../data/raw/compcars/sv_data\image\121\e666143caed4f3.jpg,121,Lufeng,Landwind X8,811,2,red,test
../../data/raw/compcars/sv_data\image\121\e69cc360a1fed4.jpg,121,Lufeng,Landwind X8,811,7,brown,test
../../data/raw/compcars/sv_data\image\121\e79f02c8353e6c.jpg,121,Lufeng,Landwind X8,811,2,red,train
../../data/raw/compcars/sv_data\image\121\e7e288f1ab9d20.jpg,121,Lufeng,Landwind X8,811,4,blue,train
../../data/raw/compcars/sv_data\image\121\e82b5692237eb8.jpg,121,Lufeng,Landwind X8,811,7,brown,train
../../data/raw/compcars/sv_data\image\121\e91c50e114ca47.jpg,121,Lufeng,Landwind X8,811,7,brown,train
../../data/raw/compcars/sv_data\image\121\ed3d1f098c49d2.jpg,121,Lufeng,Landwind X8,811,2,red,train
../../data/raw/compcars/sv_data\image\121\edeb534e7fdf2d.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\ee05ef5abb9d88.jpg,121,Lufeng,Landwind X8,811,0,black,test
../../data/raw/compcars/sv_data\image\121\ee86522ee9debd.jpg,121,Lufeng,Landwind X8,811,1,white,test
../../data/raw/compcars/sv_data\image\121\ee9a2353a456cc.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\ef080e25b9f670.jpg,121,Lufeng,Landwind X8,811,1,white,train
../../data/raw/compcars/sv_data\image\121\ef4cb4f5530ce5.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\ef6a5ae7a8f187.jpg,121,Lufeng,Landwind X8,811,0,black,test
../../data/raw/compcars/sv_data\image\121\f10338957b0947.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\f246f204a799b6.jpg,121,Lufeng,Landwind X8,811,0,black,test
../../data/raw/compcars/sv_data\image\121\f256e65aa02150.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\f3da8af17222ce.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\f682c907579dad.jpg,121,Lufeng,Landwind X8,811,2,red,test
../../data/raw/compcars/sv_data\image\121\f872cecf691d50.jpg,121,Lufeng,Landwind X8,811,9,silver,test
../../data/raw/compcars/sv_data\image\121\f9055436ef6d87.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\fa98621cb1f6f3.jpg,121,Lufeng,Landwind X8,811,0,black,train
../../data/raw/compcars/sv_data\image\121\faf311b2aa2a52.jpg,121,Lufeng,Landwind X8,811,9,silver,train
../../data/raw/compcars/sv_data\image\121\fdfde982344560.jpg,121,Lufeng,Landwind X8,811,2,red,train
../../data/raw/compcars/sv_data\image\122\021ae9ff500213.jpg,122,Lufeng,Fshion,808,0,black,test
../../data/raw/compcars/sv_data\image\122\076cfd6101c4a0.jpg,122,Lufeng,Fshion,808,9,silver,train
../../data/raw/compcars/sv_data\image\122\0ba18223cc1fd6.jpg,122,Lufeng,Fshion,808,9,silver,train
../../data/raw/compcars/sv_data\image\122\0bc9e6d3eacd04.jpg,122,Lufeng,Fshion,808,9,silver,train
../../data/raw/compcars/sv_data\image\122\0f4fd4ae8e033c.jpg,122,Lufeng,Fshion,808,9,silver,train
../../data/raw/compcars/sv_data\image\122\0f7401641bc5b5.jpg,122,Lufeng,Fshion,808,9,silver,train
../../data/raw/compcars/sv_data\image\122\13063bd7368978.jpg,122,Lufeng,Fshion,808,9,silver,test
../../data/raw/compcars/sv_data\image\122\147be109e964bd.jpg,122,Lufeng,Fshion,808,9,silver,test
../../data/raw/compcars/sv_data\image\122\147f4bc1d20515.jpg,122,Lufeng,Fshion,808,9,silver,test
../../data/raw/compcars/sv_data\image\122\15cac092cf64a8.jpg,122,Lufeng,Fshion,808,9,silver,train
../../data/raw/compcars/sv_data\image\122\160d345a8d7713.jpg,122,Lufeng,Fshion,808,0,black,train
../../data/raw/compcars/sv_data\image\122\171524d682b32b.jpg,122,Lufeng,Fshion,808,9,silver,train
../../data/raw/compcars/sv_data\image\122\176d27bb7284ae.jpg,122,Lufeng,Fshion,808,9,silver,train
../../data/raw/compcars/sv_data\image\122\1a6da8a012579f.jpg,122,Lufeng,Fshion,808,0,black,train
../../data/raw/compcars/sv_data\image\122\2074edf8d379f2.jpg,122,Lufeng,Fshion,808,9,silver,test
../../data/raw/compcars/sv_data\image\122\21b458b846798b.jpg,122,Lufeng,Fshion,808,9,silver,test
../../data/raw/compcars/sv_data\image\122\224af39faf1c3e.jpg,122,Lufeng,Fshion,808,9,silver,train
../../data/raw/compcars/sv_data\image\122\22874a466802a4.jpg,122,Lufeng,Fshion,808,9,silver,test
../../data/raw/compcars/sv_data\image\122\245572dd96ec71.jpg,122,Lufeng,Fshion,808,9,silver,test
../../data/raw/compcars/sv_data\image\122\24db9aff233813.jpg,122,Lufeng,Fshion,808,9,silver,train
../../data/raw/compcars/sv_data\image\122\292b37840e71cf.jpg,122,Lufeng,Fshion,808,9,silver,train
../../data/raw/compcars/sv_data\image\122\2b3cb66988f739.jpg,122,Lufeng,Fshion,808,9,silver,train
../../data/raw/compcars/sv_data\image\122\325bd245af982f.jpg,122,Lufeng,Fshion,808,9,silver,train
../../data/raw/compcars/sv_data\image\122\3464f6ededd1ca.jpg,122,Lufeng,Fshion,808,9,silver,test
../../data/raw/compcars/sv_data\image\122\34c745f27a373c.jpg,122,Lufeng,Fshion,808,0,black,train
../../data/raw/compcars/sv_data\image\122\362b0a1143ab72.jpg,122,Lufeng,Fshion,808,3,yellow,train
../../data/raw/compcars/sv_data\image\122\3b5a724be128cc.jpg,122,Lufeng,Fshion,808,9,silver,train
../../data/raw/compcars/sv_data\image\122\408e7d73050cc1.jpg,122,Lufeng,Fshion,808,9,silver,train
../../data/raw/compcars/sv_data\image\122\47f7c9ee7d43a9.jpg,122,Lufeng,Fshion,808,9,silver,test
../../data/raw/compcars/sv_data\image\122\49ca802a0f4210.jpg,122,Lufeng,Fshion,808,9,silver,train
../../data/raw/compcars/sv_data\image\122\4a8e1879e16407.jpg,122,Lufeng,Fshion,808,9,silver,test
../../data/raw/compcars/sv_data\image\122\4c4b11895a4bf6.jpg,122,Lufeng,Fshion,808,9,silver,test
../../data/raw/compcars/sv_data\image\122\4cff981cb646fc.jpg,122,Lufeng,Fshion,808,9,silver,train
../../data/raw/compcars/sv_data\image\122\4e8b5a46248a40.jpg,122,Lufeng,Fshion,808,9,silver,train
../../data/raw/compcars/sv_data\image\122\4f1cede5223c90.jpg,122,Lufeng,Fshion,808,9,silver,train
../../data/raw/compcars/sv_data\image\122\549d1f833513fd.jpg,122,Lufeng,Fshion,808,9,silver,test
../../data/raw/compcars/sv_data\image\122\54ecb2793f6c66.jpg,122,Lufeng,Fshion,808,9,silver,train
../../data/raw/compcars/sv_data\image\122\57a7ec0cbda709.jpg,122,Lufeng,Fshion,808,9,silver,test
../../data/raw/compcars/sv_data\image\122\58bfe8da6baaef.jpg,122,Lufeng,Fshion,808,9,silver,test
../../data/raw/compcars/sv_data\image\122\5e6c60c4651c90.jpg,122,Lufeng,Fshion,808,9,silver,train
../../data/raw/compcars/sv_data\image\122\5e88035e47473e.jpg,122,Lufeng,Fshion,808,9,silver,test
../../data/raw/compcars/sv_data\image\122\5eb8486c5780b9.jpg,122,Lufeng,Fshion,808,9,silver,train
../../data/raw/compcars/sv_data\image\122\61527bb39ce8e1.jpg,122,Lufeng,Fshion,808,9,silver,train
