image_path,make_id,model_id,year,bbox,viewpoint,car_type,make_name,model_name,car_type_name,relative_key,split,type
../../data/raw/compcars/image\142\1134\2011\ec3f6af1d04605.jpg,142,1134,2011,"(129, 211, 875, 626)",3,1,LAND-ROVER,Discovery,SUV,142/1134/2011/ec3f6af1d04605.jpg,test,2
../../data/raw/compcars/image\142\1134\2011\f315e2d41ac64a.jpg,142,1134,2011,"(128, 58, 783, 626)",1,1,LAND-ROVER,Discovery,SUV,142/1134/2011/f315e2d41ac64a.jpg,train,2
../../data/raw/compcars/image\142\1134\2011\f7543406770fef.jpg,142,1134,2011,"(84, 70, 802, 589)",4,1,LAND-ROVER,Discovery,SUV,142/1134/2011/f7543406770fef.jpg,train,2
../../data/raw/compcars/image\142\1134\2011\f923577a6b1bd6.jpg,142,1134,2011,"(90, 61, 811, 593)",5,1,LAND-ROVER,Discovery,SUV,142/1134/2011/f923577a6b1bd6.jpg,train,2
../../data/raw/compcars/image\142\1134\2012\1de2eeca0b2fa4.jpg,142,1134,2012,"(47, 129, 848, 574)",4,1,LAND-ROVER,Discovery,SUV,142/1134/2012/1de2eeca0b2fa4.jpg,train,2
../../data/raw/compcars/image\142\1134\2012\24f390c79ab3f4.jpg,142,1134,2012,"(79, 220, 834, 533)",3,1,LAND-ROVER,Discovery,SUV,142/1134/2012/24f390c79ab3f4.jpg,train,2
../../data/raw/compcars/image\142\1134\2012\53d5be16c68033.jpg,142,1134,2012,"(64, 172, 831, 585)",4,1,LAND-ROVER,Discovery,SUV,142/1134/2012/53d5be16c68033.jpg,test,2
../../data/raw/compcars/image\142\1134\2012\59d39644f5dda2.jpg,142,1134,2012,"(223, 121, 693, 601)",2,1,LAND-ROVER,Discovery,SUV,142/1134/2012/59d39644f5dda2.jpg,train,2
../../data/raw/compcars/image\142\1134\2012\687011f917cd91.jpg,142,1134,2012,"(76, 148, 832, 579)",4,1,LAND-ROVER,Discovery,SUV,142/1134/2012/687011f917cd91.jpg,test,2
../../data/raw/compcars/image\142\1134\2012\77ce8a50d1cf06.jpg,142,1134,2012,"(42, 202, 854, 515)",3,1,LAND-ROVER,Discovery,SUV,142/1134/2012/77ce8a50d1cf06.jpg,test,2
../../data/raw/compcars/image\142\1134\2012\79cc8a6fe43e5f.jpg,142,1134,2012,"(61, 73, 848, 595)",5,1,LAND-ROVER,Discovery,SUV,142/1134/2012/79cc8a6fe43e5f.jpg,train,2
../../data/raw/compcars/image\142\1134\2012\811ddd91028d0a.jpg,142,1134,2012,"(64, 141, 835, 572)",5,1,LAND-ROVER,Discovery,SUV,142/1134/2012/811ddd91028d0a.jpg,train,2
../../data/raw/compcars/image\142\1134\2012\839ebda817f73f.jpg,142,1134,2012,"(101, 171, 821, 577)",4,1,LAND-ROVER,Discovery,SUV,142/1134/2012/839ebda817f73f.jpg,train,2
../../data/raw/compcars/image\142\1134\2012\8658c3e69d0d67.jpg,142,1134,2012,"(172, 130, 744, 615)",1,1,LAND-ROVER,Discovery,SUV,142/1134/2012/8658c3e69d0d67.jpg,train,2
../../data/raw/compcars/image\142\1134\2012\8b1bfc24cd6b91.jpg,142,1134,2012,"(86, 234, 847, 556)",3,1,LAND-ROVER,Discovery,SUV,142/1134/2012/8b1bfc24cd6b91.jpg,train,2
../../data/raw/compcars/image\142\1134\2012\8e49400d8ccd2a.jpg,142,1134,2012,"(112, 177, 809, 582)",4,1,LAND-ROVER,Discovery,SUV,142/1134/2012/8e49400d8ccd2a.jpg,test,2
../../data/raw/compcars/image\142\1134\2012\8f6f18ee3e2e37.jpg,142,1134,2012,"(64, 124, 841, 582)",4,1,LAND-ROVER,Discovery,SUV,142/1134/2012/8f6f18ee3e2e37.jpg,test,2
../../data/raw/compcars/image\142\1134\2012\956a754a7281da.jpg,142,1134,2012,"(200, 124, 720, 622)",2,1,LAND-ROVER,Discovery,SUV,142/1134/2012/956a754a7281da.jpg,test,2
../../data/raw/compcars/image\142\1134\2012\c8008063f3f0d7.jpg,142,1134,2012,"(220, 130, 699, 602)",2,1,LAND-ROVER,Discovery,SUV,142/1134/2012/c8008063f3f0d7.jpg,train,2
../../data/raw/compcars/image\142\1134\2012\ce465787b3b537.jpg,142,1134,2012,"(68, 138, 833, 596)",5,1,LAND-ROVER,Discovery,SUV,142/1134/2012/ce465787b3b537.jpg,test,2
../../data/raw/compcars/image\142\1134\2012\ddfb9873ef7257.jpg,142,1134,2012,"(115, 57, 803, 626)",1,1,LAND-ROVER,Discovery,SUV,142/1134/2012/ddfb9873ef7257.jpg,train,2
../../data/raw/compcars/image\142\1134\2012\e37dd93d336bfd.jpg,142,1134,2012,"(88, 68, 850, 617)",5,1,LAND-ROVER,Discovery,SUV,142/1134/2012/e37dd93d336bfd.jpg,train,2
../../data/raw/compcars/image\142\1134\2012\f0e48a3c91a74a.jpg,142,1134,2012,"(97, 173, 828, 581)",5,1,LAND-ROVER,Discovery,SUV,142/1134/2012/f0e48a3c91a74a.jpg,test,2
../../data/raw/compcars/image\142\1134\2012\f789424a690e12.jpg,142,1134,2012,"(38, 202, 865, 521)",3,1,LAND-ROVER,Discovery,SUV,142/1134/2012/f789424a690e12.jpg,train,2
../../data/raw/compcars/image\142\1134\2012\f99a498cfc86eb.jpg,142,1134,2012,"(176, 123, 730, 611)",1,1,LAND-ROVER,Discovery,SUV,142/1134/2012/f99a498cfc86eb.jpg,test,2
../../data/raw/compcars/image\142\1134\2012\f9bfead8a19cc7.jpg,142,1134,2012,"(103, 175, 808, 573)",5,1,LAND-ROVER,Discovery,SUV,142/1134/2012/f9bfead8a19cc7.jpg,train,2
../../data/raw/compcars/image\142\1134\2013\06b2b9c11c3093.jpg,142,1134,2013,"(216, 141, 703, 555)",1,1,LAND-ROVER,Discovery,SUV,142/1134/2013/06b2b9c11c3093.jpg,test,2
../../data/raw/compcars/image\142\1134\2013\0aa02d34047aa7.jpg,142,1134,2013,"(186, 115, 727, 603)",1,1,LAND-ROVER,Discovery,SUV,142/1134/2013/0aa02d34047aa7.jpg,train,2
../../data/raw/compcars/image\142\1134\2013\123e93c68e89b8.jpg,142,1134,2013,"(71, 220, 835, 540)",3,1,LAND-ROVER,Discovery,SUV,142/1134/2013/123e93c68e89b8.jpg,test,2
../../data/raw/compcars/image\142\1134\2013\18371975967ccf.jpg,142,1134,2013,"(94, 137, 817, 582)",4,1,LAND-ROVER,Discovery,SUV,142/1134/2013/18371975967ccf.jpg,test,2
../../data/raw/compcars/image\142\1134\2013\18b8d2d917085d.jpg,142,1134,2013,"(232, 134, 667, 575)",2,1,LAND-ROVER,Discovery,SUV,142/1134/2013/18b8d2d917085d.jpg,test,2
../../data/raw/compcars/image\142\1134\2013\1a5f1d92fc2ddd.jpg,142,1134,2013,"(93, 122, 809, 582)",4,1,LAND-ROVER,Discovery,SUV,142/1134/2013/1a5f1d92fc2ddd.jpg,train,2
../../data/raw/compcars/image\142\1134\2013\1b0edde7ba63c4.jpg,142,1134,2013,"(130, 183, 789, 562)",4,1,LAND-ROVER,Discovery,SUV,142/1134/2013/1b0edde7ba63c4.jpg,test,2
../../data/raw/compcars/image\142\1134\2013\26a618d3614434.jpg,142,1134,2013,"(244, 191, 664, 581)",1,1,LAND-ROVER,Discovery,SUV,142/1134/2013/26a618d3614434.jpg,train,2
../../data/raw/compcars/image\142\1134\2013\28636f1b64889e.jpg,142,1134,2013,"(132, 167, 794, 545)",4,1,LAND-ROVER,Discovery,SUV,142/1134/2013/28636f1b64889e.jpg,train,2
../../data/raw/compcars/image\142\1134\2013\39976aac7c1fb3.jpg,142,1134,2013,"(118, 167, 797, 578)",5,1,LAND-ROVER,Discovery,SUV,142/1134/2013/39976aac7c1fb3.jpg,train,2
../../data/raw/compcars/image\142\1134\2013\4a5e8c23f3f944.jpg,142,1134,2013,"(261, 170, 671, 588)",2,1,LAND-ROVER,Discovery,SUV,142/1134/2013/4a5e8c23f3f944.jpg,test,2
../../data/raw/compcars/image\142\1134\2013\a7bc8ac366a2de.jpg,142,1134,2013,"(131, 150, 791, 560)",5,1,LAND-ROVER,Discovery,SUV,142/1134/2013/a7bc8ac366a2de.jpg,train,2
../../data/raw/compcars/image\142\1134\2013\b0e82bfe1928df.jpg,142,1134,2013,"(60, 209, 837, 510)",3,1,LAND-ROVER,Discovery,SUV,142/1134/2013/b0e82bfe1928df.jpg,train,2
../../data/raw/compcars/image\142\1134\2013\ccd77bea0e94a6.jpg,142,1134,2013,"(120, 177, 790, 566)",5,1,LAND-ROVER,Discovery,SUV,142/1134/2013/ccd77bea0e94a6.jpg,test,2
../../data/raw/compcars/image\142\1134\2013\da3cfda8017fab.jpg,142,1134,2013,"(129, 172, 787, 537)",4,1,LAND-ROVER,Discovery,SUV,142/1134/2013/da3cfda8017fab.jpg,test,2
../../data/raw/compcars/image\142\1134\2013\e0247f8eecfcbc.jpg,142,1134,2013,"(87, 215, 827, 510)",3,1,LAND-ROVER,Discovery,SUV,142/1134/2013/e0247f8eecfcbc.jpg,test,2
../../data/raw/compcars/image\142\1134\2013\ee498a80c8d16d.jpg,142,1134,2013,"(86, 225, 839, 528)",3,1,LAND-ROVER,Discovery,SUV,142/1134/2013/ee498a80c8d16d.jpg,test,2
../../data/raw/compcars/image\142\1134\2013\effa0a1a337162.jpg,142,1134,2013,"(121, 199, 770, 549)",4,1,LAND-ROVER,Discovery,SUV,142/1134/2013/effa0a1a337162.jpg,test,2
../../data/raw/compcars/image\142\1134\2014\07d7afddf0f94f.jpg,142,1134,2014,"(59, 211, 842, 529)",3,1,LAND-ROVER,Discovery,SUV,142/1134/2014/07d7afddf0f94f.jpg,train,2
../../data/raw/compcars/image\142\1134\2014\17bfbf4a699b46.jpg,142,1134,2014,"(2, 58, 447, 626)",1,1,LAND-ROVER,Discovery,SUV,142/1134/2014/17bfbf4a699b46.jpg,test,2
../../data/raw/compcars/image\142\1134\2014\2b4fb43442d3fd.jpg,142,1134,2014,"(107, 185, 804, 566)",4,1,LAND-ROVER,Discovery,SUV,142/1134/2014/2b4fb43442d3fd.jpg,train,2
../../data/raw/compcars/image\142\1134\2014\2cce93ea1ea9cd.jpg,142,1134,2014,"(103, 172, 826, 600)",5,1,LAND-ROVER,Discovery,SUV,142/1134/2014/2cce93ea1ea9cd.jpg,test,2
../../data/raw/compcars/image\142\1134\2014\2f056bc6c89db2.jpg,142,1134,2014,"(104, 164, 811, 567)",5,1,LAND-ROVER,Discovery,SUV,142/1134/2014/2f056bc6c89db2.jpg,test,2
../../data/raw/compcars/image\142\1134\2014\35cb0fd9fa0309.jpg,142,1134,2014,"(100, 128, 815, 608)",4,1,LAND-ROVER,Discovery,SUV,142/1134/2014/35cb0fd9fa0309.jpg,train,2
../../data/raw/compcars/image\142\1134\2014\387941996b016d.jpg,142,1134,2014,"(200, 107, 713, 605)",2,1,LAND-ROVER,Discovery,SUV,142/1134/2014/387941996b016d.jpg,train,2
../../data/raw/compcars/image\142\1134\2014\3d69f8672b2d3d.jpg,142,1134,2014,"(76, 173, 860, 573)",4,1,LAND-ROVER,Discovery,SUV,142/1134/2014/3d69f8672b2d3d.jpg,train,2
../../data/raw/compcars/image\142\1134\2014\4631e1416ea5be.jpg,142,1134,2014,"(160, 107, 748, 614)",1,1,LAND-ROVER,Discovery,SUV,142/1134/2014/4631e1416ea5be.jpg,test,2
../../data/raw/compcars/image\142\1134\2014\4883349894d12a.jpg,142,1134,2014,"(105, 158, 804, 608)",5,1,LAND-ROVER,Discovery,SUV,142/1134/2014/4883349894d12a.jpg,test,2
../../data/raw/compcars/image\142\1134\2014\4d85176ce3a162.jpg,142,1134,2014,"(84, 223, 851, 525)",3,1,LAND-ROVER,Discovery,SUV,142/1134/2014/4d85176ce3a162.jpg,test,2
../../data/raw/compcars/image\142\1134\2014\60571d45acdc5d.jpg,142,1134,2014,"(47, 206, 859, 552)",3,1,LAND-ROVER,Discovery,SUV,142/1134/2014/60571d45acdc5d.jpg,test,2
../../data/raw/compcars/image\142\1134\2014\60cba51e4eeb5a.jpg,142,1134,2014,"(78, 133, 814, 551)",4,1,LAND-ROVER,Discovery,SUV,142/1134/2014/60cba51e4eeb5a.jpg,train,2
../../data/raw/compcars/image\142\1134\2014\71623e41dcbd5c.jpg,142,1134,2014,"(77, 207, 830, 509)",3,1,LAND-ROVER,Discovery,SUV,142/1134/2014/71623e41dcbd5c.jpg,train,2
../../data/raw/compcars/image\142\1134\2014\75c56d52be4d99.jpg,142,1134,2014,"(57, 175, 848, 582)",5,1,LAND-ROVER,Discovery,SUV,142/1134/2014/75c56d52be4d99.jpg,train,2
../../data/raw/compcars/image\142\1134\2014\77a098ea266760.jpg,142,1134,2014,"(347, 338, 844, 608)",4,1,LAND-ROVER,Discovery,SUV,142/1134/2014/77a098ea266760.jpg,train,2
../../data/raw/compcars/image\142\1134\2014\7ca469d777f7bd.jpg,142,1134,2014,"(213, 110, 736, 626)",2,1,LAND-ROVER,Discovery,SUV,142/1134/2014/7ca469d777f7bd.jpg,train,2
../../data/raw/compcars/image\142\1134\2014\7dd5e236895396.jpg,142,1134,2014,"(97, 168, 813, 557)",4,1,LAND-ROVER,Discovery,SUV,142/1134/2014/7dd5e236895396.jpg,train,2
../../data/raw/compcars/image\142\1134\2014\80ff54831b4607.jpg,142,1134,2014,"(75, 212, 833, 519)",3,1,LAND-ROVER,Discovery,SUV,142/1134/2014/80ff54831b4607.jpg,train,2
../../data/raw/compcars/image\142\1134\2014\8e1ad05ed32b0d.jpg,142,1134,2014,"(183, 124, 739, 598)",1,1,LAND-ROVER,Discovery,SUV,142/1134/2014/8e1ad05ed32b0d.jpg,train,2
../../data/raw/compcars/image\142\1134\2014\90ef11c4ce034a.jpg,142,1134,2014,"(84, 228, 823, 538)",3,1,LAND-ROVER,Discovery,SUV,142/1134/2014/90ef11c4ce034a.jpg,train,2
../../data/raw/compcars/image\142\1134\2014\a8fd3763fb32b0.jpg,142,1134,2014,"(154, 106, 759, 613)",1,1,LAND-ROVER,Discovery,SUV,142/1134/2014/a8fd3763fb32b0.jpg,train,2
../../data/raw/compcars/image\142\1134\2014\b9ac7efb19134c.jpg,142,1134,2014,"(113, 169, 830, 544)",4,1,LAND-ROVER,Discovery,SUV,142/1134/2014/b9ac7efb19134c.jpg,train,2
../../data/raw/compcars/image\142\1134\2014\ba2249b039400e.jpg,142,1134,2014,"(94, 211, 824, 570)",4,1,LAND-ROVER,Discovery,SUV,142/1134/2014/ba2249b039400e.jpg,train,2
../../data/raw/compcars/image\142\1134\2014\c1e857ce14ffb1.jpg,142,1134,2014,"(218, 159, 703, 626)",2,1,LAND-ROVER,Discovery,SUV,142/1134/2014/c1e857ce14ffb1.jpg,train,2
../../data/raw/compcars/image\142\1134\2014\c73ee219f972f9.jpg,142,1134,2014,"(57, 187, 844, 496)",3,1,LAND-ROVER,Discovery,SUV,142/1134/2014/c73ee219f972f9.jpg,train,2
../../data/raw/compcars/image\142\1134\2014\ca15dd473831ed.jpg,142,1134,2014,"(172, 193, 758, 626)",1,1,LAND-ROVER,Discovery,SUV,142/1134/2014/ca15dd473831ed.jpg,train,2
../../data/raw/compcars/image\142\1134\2014\d20e784b1bcc41.jpg,142,1134,2014,"(194, 104, 719, 579)",1,1,LAND-ROVER,Discovery,SUV,142/1134/2014/d20e784b1bcc41.jpg,train,2
../../data/raw/compcars/image\142\1134\2014\d611ad8311677d.jpg,142,1134,2014,"(92, 166, 817, 587)",5,1,LAND-ROVER,Discovery,SUV,142/1134/2014/d611ad8311677d.jpg,test,2
../../data/raw/compcars/image\142\1134\2014\e82cc7aaf5eaff.jpg,142,1134,2014,"(63, 141, 840, 574)",4,1,LAND-ROVER,Discovery,SUV,142/1134/2014/e82cc7aaf5eaff.jpg,train,2
../../data/raw/compcars/image\142\1134\2015\0e0570063e4085.jpg,142,1134,2015,"(186, 217, 686, 557)",4,1,LAND-ROVER,Discovery,SUV,142/1134/2015/0e0570063e4085.jpg,test,2
../../data/raw/compcars/image\142\1134\2015\139ce42b2684a1.jpg,142,1134,2015,"(257, 240, 631, 488)",5,1,LAND-ROVER,Discovery,SUV,142/1134/2015/139ce42b2684a1.jpg,test,2
../../data/raw/compcars/image\142\1134\2015\27aec21636ef5f.jpg,142,1134,2015,"(122, 111, 783, 626)",5,1,LAND-ROVER,Discovery,SUV,142/1134/2015/27aec21636ef5f.jpg,train,2
../../data/raw/compcars/image\142\1134\2015\3b508d5dc3b524.jpg,142,1134,2015,"(158, 187, 758, 588)",4,1,LAND-ROVER,Discovery,SUV,142/1134/2015/3b508d5dc3b524.jpg,train,2
../../data/raw/compcars/image\142\1134\2015\7bf71c8a851eed.jpg,142,1134,2015,"(244, 291, 708, 477)",3,1,LAND-ROVER,Discovery,SUV,142/1134/2015/7bf71c8a851eed.jpg,test,2
../../data/raw/compcars/image\142\1134\2015\806e708f18d088.jpg,142,1134,2015,"(187, 305, 706, 620)",5,1,LAND-ROVER,Discovery,SUV,142/1134/2015/806e708f18d088.jpg,test,2
../../data/raw/compcars/image\142\1134\2015\82ddb1a7ed194c.jpg,142,1134,2015,"(149, 157, 735, 537)",4,1,LAND-ROVER,Discovery,SUV,142/1134/2015/82ddb1a7ed194c.jpg,train,2
../../data/raw/compcars/image\142\1134\2015\9942498a524712.jpg,142,1134,2015,"(235, 141, 676, 521)",1,1,LAND-ROVER,Discovery,SUV,142/1134/2015/9942498a524712.jpg,train,2
../../data/raw/compcars/image\142\1134\2015\bba393baa2e899.jpg,142,1134,2015,"(197, 162, 741, 585)",4,1,LAND-ROVER,Discovery,SUV,142/1134/2015/bba393baa2e899.jpg,test,2
../../data/raw/compcars/image\142\1134\2015\dd637d1b656efe.jpg,142,1134,2015,"(333, 344, 578, 485)",4,1,LAND-ROVER,Discovery,SUV,142/1134/2015/dd637d1b656efe.jpg,test,2
../../data/raw/compcars/image\142\1134\2015\fa952af61144b0.jpg,142,1134,2015,"(217, 301, 701, 561)",4,1,LAND-ROVER,Discovery,SUV,142/1134/2015/fa952af61144b0.jpg,train,2
../../data/raw/compcars/image\142\1135\2010\0317c3922982d1.jpg,142,1135,2010,"(525, 295, 813, 497)",4,1,LAND-ROVER,Range Rover,SUV,142/1135/2010/0317c3922982d1.jpg,train,2
../../data/raw/compcars/image\142\1135\2010\0348e4843866b0.jpg,142,1135,2010,"(137, 69, 774, 626)",2,1,LAND-ROVER,Range Rover,SUV,142/1135/2010/0348e4843866b0.jpg,train,2
../../data/raw/compcars/image\142\1135\2010\0799d29b13aa44.jpg,142,1135,2010,"(180, 97, 725, 605)",2,1,LAND-ROVER,Range Rover,SUV,142/1135/2010/0799d29b13aa44.jpg,train,2
../../data/raw/compcars/image\142\1135\2010\095632dd916f72.jpg,142,1135,2010,"(205, 153, 696, 590)",1,1,LAND-ROVER,Range Rover,SUV,142/1135/2010/095632dd916f72.jpg,test,2
../../data/raw/compcars/image\142\1135\2010\1ab60dc4031a6e.jpg,142,1135,2010,"(191, 116, 697, 559)",2,1,LAND-ROVER,Range Rover,SUV,142/1135/2010/1ab60dc4031a6e.jpg,train,2
../../data/raw/compcars/image\142\1135\2010\2fbad39a4e4b09.jpg,142,1135,2010,"(152, 219, 726, 554)",5,1,LAND-ROVER,Range Rover,SUV,142/1135/2010/2fbad39a4e4b09.jpg,test,2
../../data/raw/compcars/image\142\1135\2010\3cfaa7098f1cb7.jpg,142,1135,2010,"(467, 227, 807, 478)",4,1,LAND-ROVER,Range Rover,SUV,142/1135/2010/3cfaa7098f1cb7.jpg,train,2
../../data/raw/compcars/image\142\1135\2010\496eaabd97d84d.jpg,142,1135,2010,"(94, 187, 807, 485)",3,1,LAND-ROVER,Range Rover,SUV,142/1135/2010/496eaabd97d84d.jpg,train,2
../../data/raw/compcars/image\142\1135\2010\506719b6ab8d09.jpg,142,1135,2010,"(319, 177, 862, 625)",4,1,LAND-ROVER,Range Rover,SUV,142/1135/2010/506719b6ab8d09.jpg,train,2
../../data/raw/compcars/image\142\1135\2010\59e7e40da54858.jpg,142,1135,2010,"(72, 229, 781, 509)",3,1,LAND-ROVER,Range Rover,SUV,142/1135/2010/59e7e40da54858.jpg,test,2
../../data/raw/compcars/image\142\1135\2010\6b2280b2614f2b.jpg,142,1135,2010,"(265, 237, 649, 532)",4,1,LAND-ROVER,Range Rover,SUV,142/1135/2010/6b2280b2614f2b.jpg,test,2
../../data/raw/compcars/image\142\1135\2010\6da9dd309ed86b.jpg,142,1135,2010,"(180, 99, 741, 593)",1,1,LAND-ROVER,Range Rover,SUV,142/1135/2010/6da9dd309ed86b.jpg,train,2
../../data/raw/compcars/image\142\1135\2010\7b933543d34203.jpg,142,1135,2010,"(189, 175, 744, 556)",4,1,LAND-ROVER,Range Rover,SUV,142/1135/2010/7b933543d34203.jpg,train,2
../../data/raw/compcars/image\142\1135\2010\834946381a2a66.jpg,142,1135,2010,"(168, 176, 719, 546)",4,1,LAND-ROVER,Range Rover,SUV,142/1135/2010/834946381a2a66.jpg,train,2
../../data/raw/compcars/image\142\1135\2010\94c22837ba8802.jpg,142,1135,2010,"(93, 148, 820, 572)",5,1,LAND-ROVER,Range Rover,SUV,142/1135/2010/94c22837ba8802.jpg,train,2
../../data/raw/compcars/image\142\1135\2010\a20ab2c9e4c305.jpg,142,1135,2010,"(45, 160, 866, 574)",4,1,LAND-ROVER,Range Rover,SUV,142/1135/2010/a20ab2c9e4c305.jpg,train,2
../../data/raw/compcars/image\142\1135\2010\a2637aa9cc63cb.jpg,142,1135,2010,"(149, 175, 806, 569)",5,1,LAND-ROVER,Range Rover,SUV,142/1135/2010/a2637aa9cc63cb.jpg,test,2
../../data/raw/compcars/image\142\1135\2010\cb37ef7d84809e.jpg,142,1135,2010,"(139, 155, 778, 542)",1,1,LAND-ROVER,Range Rover,SUV,142/1135/2010/cb37ef7d84809e.jpg,test,2
../../data/raw/compcars/image\142\1135\2010\ce19e447271810.jpg,142,1135,2010,"(129, 178, 809, 568)",4,1,LAND-ROVER,Range Rover,SUV,142/1135/2010/ce19e447271810.jpg,train,2
../../data/raw/compcars/image\142\1135\2010\d56f0c7cde47db.jpg,142,1135,2010,"(147, 208, 816, 603)",3,1,LAND-ROVER,Range Rover,SUV,142/1135/2010/d56f0c7cde47db.jpg,test,2
../../data/raw/compcars/image\142\1135\2010\d997caae34c50d.jpg,142,1135,2010,"(43, 246, 854, 561)",3,1,LAND-ROVER,Range Rover,SUV,142/1135/2010/d997caae34c50d.jpg,train,2
../../data/raw/compcars/image\142\1135\2010\d9a95135886db7.jpg,142,1135,2010,"(160, 129, 748, 535)",1,1,LAND-ROVER,Range Rover,SUV,142/1135/2010/d9a95135886db7.jpg,test,2
../../data/raw/compcars/image\142\1135\2010\e09639f6dc7f91.jpg,142,1135,2010,"(77, 248, 855, 566)",3,1,LAND-ROVER,Range Rover,SUV,142/1135/2010/e09639f6dc7f91.jpg,train,2
../../data/raw/compcars/image\142\1135\2010\f5e0c48d427dc1.jpg,142,1135,2010,"(76, 124, 792, 573)",5,1,LAND-ROVER,Range Rover,SUV,142/1135/2010/f5e0c48d427dc1.jpg,train,2
../../data/raw/compcars/image\142\1135\2010\f64f0c685f25c1.jpg,142,1135,2010,"(312, 291, 786, 561)",4,1,LAND-ROVER,Range Rover,SUV,142/1135/2010/f64f0c685f25c1.jpg,test,2
../../data/raw/compcars/image\142\1135\2011\0f3996d13d587a.jpg,142,1135,2011,"(344, 400, 629, 561)",4,1,LAND-ROVER,Range Rover,SUV,142/1135/2011/0f3996d13d587a.jpg,test,2
../../data/raw/compcars/image\142\1135\2011\17c3b6b535d73a.jpg,142,1135,2011,"(81, 138, 814, 577)",5,1,LAND-ROVER,Range Rover,SUV,142/1135/2011/17c3b6b535d73a.jpg,train,2
../../data/raw/compcars/image\142\1135\2011\3484557d3345e2.jpg,142,1135,2011,"(66, 87, 862, 557)",4,1,LAND-ROVER,Range Rover,SUV,142/1135/2011/3484557d3345e2.jpg,train,2
../../data/raw/compcars/image\142\1135\2011\51c9d5b45cf581.jpg,142,1135,2011,"(90, 97, 849, 626)",4,1,LAND-ROVER,Range Rover,SUV,142/1135/2011/51c9d5b45cf581.jpg,test,2
../../data/raw/compcars/image\142\1135\2011\763f33e6d7a34c.jpg,142,1135,2011,"(109, 50, 795, 604)",1,1,LAND-ROVER,Range Rover,SUV,142/1135/2011/763f33e6d7a34c.jpg,train,2
../../data/raw/compcars/image\142\1135\2011\87676f72cbc07a.jpg,142,1135,2011,"(48, 174, 852, 500)",3,1,LAND-ROVER,Range Rover,SUV,142/1135/2011/87676f72cbc07a.jpg,train,2
../../data/raw/compcars/image\142\1135\2011\8ceb4b60bc701e.jpg,142,1135,2011,"(66, 131, 852, 600)",4,1,LAND-ROVER,Range Rover,SUV,142/1135/2011/8ceb4b60bc701e.jpg,train,2
../../data/raw/compcars/image\142\1135\2011\b513ff64f0d078.jpg,142,1135,2011,"(137, 26, 806, 623)",2,1,LAND-ROVER,Range Rover,SUV,142/1135/2011/b513ff64f0d078.jpg,train,2
../../data/raw/compcars/image\142\1135\2011\c9ef679b931ab3.jpg,142,1135,2011,"(73, 89, 868, 596)",5,1,LAND-ROVER,Range Rover,SUV,142/1135/2011/c9ef679b931ab3.jpg,test,2
../../data/raw/compcars/image\142\1135\2011\e0a5836bd623f9.jpg,142,1135,2011,"(373, 384, 819, 578)",3,1,LAND-ROVER,Range Rover,SUV,142/1135/2011/e0a5836bd623f9.jpg,train,2
../../data/raw/compcars/image\142\1135\2012\06064cab22f06a.jpg,142,1135,2012,"(91, 142, 824, 575)",4,1,LAND-ROVER,Range Rover,SUV,142/1135/2012/06064cab22f06a.jpg,test,2
../../data/raw/compcars/image\142\1135\2012\3016f3112bf754.jpg,142,1135,2012,"(75, 112, 844, 597)",5,1,LAND-ROVER,Range Rover,SUV,142/1135/2012/3016f3112bf754.jpg,test,2
../../data/raw/compcars/image\142\1135\2012\3949bbf44e356c.jpg,142,1135,2012,"(73, 121, 843, 580)",4,1,LAND-ROVER,Range Rover,SUV,142/1135/2012/3949bbf44e356c.jpg,test,2
../../data/raw/compcars/image\142\1135\2012\3d83ce1ad50ec1.jpg,142,1135,2012,"(79, 212, 836, 509)",3,1,LAND-ROVER,Range Rover,SUV,142/1135/2012/3d83ce1ad50ec1.jpg,test,2
../../data/raw/compcars/image\142\1135\2012\42ee782e02f5ca.jpg,142,1135,2012,"(83, 209, 835, 508)",3,1,LAND-ROVER,Range Rover,SUV,142/1135/2012/42ee782e02f5ca.jpg,train,2
../../data/raw/compcars/image\142\1135\2012\4a340259fcf99d.jpg,142,1135,2012,"(182, 131, 714, 594)",1,1,LAND-ROVER,Range Rover,SUV,142/1135/2012/4a340259fcf99d.jpg,train,2
../../data/raw/compcars/image\142\1135\2012\55f523ecb245e7.jpg,142,1135,2012,"(58, 120, 840, 591)",5,1,LAND-ROVER,Range Rover,SUV,142/1135/2012/55f523ecb245e7.jpg,train,2
../../data/raw/compcars/image\142\1135\2012\57fd402383e5fb.jpg,142,1135,2012,"(91, 100, 815, 572)",5,1,LAND-ROVER,Range Rover,SUV,142/1135/2012/57fd402383e5fb.jpg,test,2
../../data/raw/compcars/image\142\1135\2012\97e3193f20932c.jpg,142,1135,2012,"(212, 115, 686, 553)",2,1,LAND-ROVER,Range Rover,SUV,142/1135/2012/97e3193f20932c.jpg,test,2
../../data/raw/compcars/image\142\1135\2012\9b624d3b1df213.jpg,142,1135,2012,"(85, 145, 827, 583)",4,1,LAND-ROVER,Range Rover,SUV,142/1135/2012/9b624d3b1df213.jpg,train,2
../../data/raw/compcars/image\142\1135\2012\c522e303fd93ec.jpg,142,1135,2012,"(94, 104, 838, 569)",5,1,LAND-ROVER,Range Rover,SUV,142/1135/2012/c522e303fd93ec.jpg,train,2
