image_path,make_id,model_id,year,bbox,viewpoint,car_type,make_name,model_name,car_type_name
../../data/raw/compcars/image\127\1177\2013\f5ecfe25c14ecc.jpg,127,1177,2013,"(185, 149, 739, 532)",1,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2013\f9f964e93661e1.jpg,127,1177,2013,"(155, 141, 750, 608)",2,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\000db1552949dd.jpg,127,1177,2014,"(56, 276, 747, 502)",3,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\04c868661cf046.jpg,127,1177,2014,"(96, 197, 699, 497)",4,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\0a649bcf198450.jpg,127,1177,2014,"(194, 162, 590, 467)",2,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\0db46198fbac2a.jpg,127,1177,2014,"(42, 269, 759, 502)",3,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\10d06c1f1b6ff4.jpg,127,1177,2014,"(20, 217, 885, 534)",3,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\132ab787bf307f.jpg,127,1177,2014,"(190, 212, 679, 478)",5,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\140bc5278e51b7.jpg,127,1177,2014,"(150, 272, 696, 509)",4,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\153d1963d3dafc.jpg,127,1177,2014,"(46, 115, 774, 507)",4,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\1949145c4ed679.jpg,127,1177,2014,"(43, 27, 798, 421)",5,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\19d4471f79e1f8.jpg,127,1177,2014,"(72, 206, 728, 499)",4,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\1add22e7f169f3.jpg,127,1177,2014,"(227, 272, 689, 487)",4,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\1b163a3bae11aa.jpg,127,1177,2014,"(93, 242, 701, 502)",4,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\1c74ca214b9a5f.jpg,127,1177,2014,"(138, 243, 744, 552)",4,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\2523af12ce26dc.jpg,127,1177,2014,"(33, 12, 794, 480)",5,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\260e156a7225b1.jpg,127,1177,2014,"(180, 159, 623, 502)",2,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\27b3c30ef28f93.jpg,127,1177,2014,"(200, 174, 606, 460)",1,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\28a59f065be917.jpg,127,1177,2014,"(111, 197, 686, 448)",4,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\2dc8f09c677824.jpg,127,1177,2014,"(99, 212, 697, 502)",5,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\37b2375c62549f.jpg,127,1177,2014,"(112, 265, 730, 591)",5,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\3b064b1c4b6371.jpg,127,1177,2014,"(97, 223, 703, 502)",5,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\3cab2dcad1c285.jpg,127,1177,2014,"(96, 214, 704, 498)",4,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\3e2020028ac30d.jpg,127,1177,2014,"(101, 207, 814, 593)",5,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\411c68c6b97809.jpg,127,1177,2014,"(61, 21, 642, 370)",4,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\418200a5703f41.jpg,127,1177,2014,"(73, 225, 737, 650)",1,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\42350608e720d9.jpg,127,1177,2014,"(111, 221, 682, 410)",3,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\47ea027f87629f.jpg,127,1177,2014,"(106, 211, 715, 416)",3,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\4812f56c8bc845.jpg,127,1177,2014,"(106, 181, 715, 460)",5,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\48be89328aa609.jpg,127,1177,2014,"(121, 123, 765, 617)",2,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\49fb4d5207f89d.jpg,127,1177,2014,"(170, 186, 624, 506)",1,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\4a7a31aff19595.jpg,127,1177,2014,"(97, 180, 701, 503)",5,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\4dd9c9ba1a0bfb.jpg,127,1177,2014,"(174, 163, 619, 504)",2,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\5212822f475527.jpg,127,1177,2014,"(71, 215, 728, 501)",4,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\5cd9cfa8778de8.jpg,127,1177,2014,"(88, 139, 720, 429)",4,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\5e8a188bdbd591.jpg,127,1177,2014,"(113, 178, 681, 437)",4,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\6252ef6aa7efde.jpg,127,1177,2014,"(94, 233, 700, 504)",5,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\6dc2605cc3d7bb.jpg,127,1177,2014,"(42, 227, 754, 464)",3,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\6e861be141e924.jpg,127,1177,2014,"(119, 198, 683, 386)",3,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\6f24597902e592.jpg,127,1177,2014,"(201, 154, 608, 478)",2,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\6f9b4f8a46f329.jpg,127,1177,2014,"(178, 150, 615, 497)",2,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\710e5179c2bcd3.jpg,127,1177,2014,"(130, 80, 640, 418)",4,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\75a5d86a28ba0c.jpg,127,1177,2014,"(31, 222, 753, 462)",3,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\76ff183fb0b43a.jpg,127,1177,2014,"(160, 159, 639, 499)",1,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\794ea30fcb9efb.jpg,127,1177,2014,"(25, 237, 870, 524)",3,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\7c5520e72211c7.jpg,127,1177,2014,"(108, 107, 679, 435)",4,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\80e556392b4c12.jpg,127,1177,2014,"(185, 19, 672, 417)",1,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\846f07156118fb.jpg,127,1177,2014,"(114, 184, 677, 439)",4,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\85bcb6f5049312.jpg,127,1177,2014,"(100, 218, 701, 508)",4,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\8644b63931c5db.jpg,127,1177,2014,"(156, 68, 562, 420)",1,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\88777723125b6e.jpg,127,1177,2014,"(182, 163, 617, 509)",2,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\8caef20ad90730.jpg,127,1177,2014,"(89, 208, 821, 599)",4,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\95b079e40259e9.jpg,127,1177,2014,"(174, 153, 766, 581)",1,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\9696b1f24bb2c6.jpg,127,1177,2014,"(90, 208, 691, 404)",3,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\986a6c4fe29372.jpg,127,1177,2014,"(92, 10, 762, 560)",2,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\99f1ac8f454dfd.jpg,127,1177,2014,"(48, 266, 756, 501)",3,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\a42c85f35dfc98.jpg,127,1177,2014,"(171, 176, 629, 502)",1,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\a50df9dbba1631.jpg,127,1177,2014,"(112, 189, 682, 455)",5,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\a550b05a6f8094.jpg,127,1177,2014,"(98, 226, 691, 415)",3,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\a6413b1a8fd324.jpg,127,1177,2014,"(65, 62, 769, 311)",3,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\a82c7dbda5fa67.jpg,127,1177,2014,"(163, 171, 639, 504)",1,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\aa6709344ffa3f.jpg,127,1177,2014,"(106, 212, 691, 406)",3,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\aa9033eb5bc9e0.jpg,127,1177,2014,"(74, 213, 725, 497)",4,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\aad65ca7a1887a.jpg,127,1177,2014,"(228, 63, 663, 380)",5,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\ac8bb871433d89.jpg,127,1177,2014,"(179, 168, 611, 507)",2,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\acbeb870b1e5c2.jpg,127,1177,2014,"(56, 277, 744, 500)",3,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\b735adfbe9613c.jpg,127,1177,2014,"(116, 49, 679, 462)",4,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\ba410a5fb9dfc6.jpg,127,1177,2014,"(44, 268, 758, 505)",3,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\be51ea00b0da57.jpg,127,1177,2014,"(44, 268, 755, 500)",3,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\bf67bc6b2d6671.jpg,127,1177,2014,"(72, 212, 728, 504)",5,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\c4c4085e0f44a8.jpg,127,1177,2014,"(94, 226, 702, 504)",4,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\c9c843f28aa6f0.jpg,127,1177,2014,"(132, 184, 684, 437)",5,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\cad3d8bca1cbc2.jpg,127,1177,2014,"(111, 190, 684, 448)",4,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\cf467f76cd5c65.jpg,127,1177,2014,"(99, 215, 697, 505)",4,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\d0f81317b331af.jpg,127,1177,2014,"(42, 124, 781, 381)",3,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\d7e56c2994cfe2.jpg,127,1177,2014,"(17, 130, 754, 529)",5,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\d9dcc0fc2f4ad8.jpg,127,1177,2014,"(102, 42, 734, 385)",4,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\dc0842ea246284.jpg,127,1177,2014,"(140, 194, 671, 443)",4,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\dccb5452e91fa1.jpg,127,1177,2014,"(135, 100, 654, 454)",2,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\e3404075429d99.jpg,127,1177,2014,"(109, 199, 700, 467)",4,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\e67f7aebf09b87.jpg,127,1177,2014,"(91, 185, 671, 456)",5,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\e978ae6885e3e1.jpg,127,1177,2014,"(113, 196, 682, 454)",5,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\ea117201fefc88.jpg,127,1177,2014,"(185, 168, 601, 467)",1,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\ecbc9b24a2a1f5.jpg,127,1177,2014,"(56, 222, 765, 651)",1,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\ef075da2d1e6fd.jpg,127,1177,2014,"(188, 170, 610, 473)",1,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\f423ae997f3d1e.jpg,127,1177,2014,"(99, 222, 700, 501)",5,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\f75d9b67e678ae.jpg,127,1177,2014,"(73, 196, 729, 502)",5,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\fea7d8c00acdd9.jpg,127,1177,2014,"(110, 186, 692, 448)",4,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2014\ff79dc07bd9def.jpg,127,1177,2014,"(111, 138, 823, 592)",5,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2015\09638a8df0c56e.jpg,127,1177,2015,"(121, 107, 655, 453)",4,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2015\387adbfe2baf04.jpg,127,1177,2015,"(116, 106, 719, 469)",4,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1177\2015\669de1309b6e1e.jpg,127,1177,2015,"(169, 87, 632, 432)",1,1,Luxgen,Luxgen 5 Sedan,MPV
../../data/raw/compcars/image\127\1178\2014\0116a8e61e7bda.jpg,127,1178,2014,"(107, 172, 702, 475)",5,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\01eed47a0a4c77.jpg,127,1178,2014,"(173, 257, 656, 434)",3,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\0547f833e93be2.jpg,127,1178,2014,"(94, 188, 737, 507)",4,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\0b52f6b9a0bdff.jpg,127,1178,2014,"(8, 137, 788, 447)",3,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\0f29c45624e9a1.jpg,127,1178,2014,"(157, 138, 638, 506)",1,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\12a6841d7e77df.jpg,127,1178,2014,"(58, 235, 848, 510)",3,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\1332f6959d6eab.jpg,127,1178,2014,"(107, 188, 701, 490)",4,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\13e7e6e2e00493.jpg,127,1178,2014,"(121, 198, 681, 468)",5,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\14b7b2d2fab1c9.jpg,127,1178,2014,"(191, 213, 593, 422)",4,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\14d2c0dfc6d5c2.jpg,127,1178,2014,"(58, 223, 841, 498)",3,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\175d1b709931aa.jpg,127,1178,2014,"(114, 274, 665, 539)",4,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\185417c213b89c.jpg,127,1178,2014,"(94, 211, 698, 499)",4,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\193384f01755b7.jpg,127,1178,2014,"(202, 154, 582, 480)",2,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\19b232df7e2c92.jpg,127,1178,2014,"(51, 221, 873, 520)",3,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\1d686f4c0eccc1.jpg,127,1178,2014,"(125, 149, 785, 529)",4,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\1df03f4c399091.jpg,127,1178,2014,"(94, 171, 707, 491)",4,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\2238a5a06f6d8d.jpg,127,1178,2014,"(111, 232, 797, 570)",4,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\2615858f4cb63f.jpg,127,1178,2014,"(82, 180, 710, 493)",4,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\26759db1a1926a.jpg,127,1178,2014,"(148, 301, 445, 469)",5,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\282e264448de05.jpg,127,1178,2014,"(136, 182, 670, 464)",4,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\2a7dc03b340da2.jpg,127,1178,2014,"(68, 161, 729, 494)",4,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\2c187a225d1cc3.jpg,127,1178,2014,"(140, 202, 677, 475)",5,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\2df25e31c40642.jpg,127,1178,2014,"(186, 133, 602, 492)",2,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\2fc064e08facae.jpg,127,1178,2014,"(173, 136, 635, 494)",1,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\3023245919dc67.jpg,127,1178,2014,"(106, 210, 716, 434)",3,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\308f7e60e9af6b.jpg,127,1178,2014,"(38, 217, 737, 467)",3,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\3461111fbbe373.jpg,127,1178,2014,"(95, 162, 716, 487)",4,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\3ab206d86b0a73.jpg,127,1178,2014,"(98, 214, 808, 559)",5,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\3d1336a8eac5c7.jpg,127,1178,2014,"(114, 175, 684, 474)",4,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\3eaccddc0b0f03.jpg,127,1178,2014,"(36, 213, 756, 470)",3,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\41014f2e416331.jpg,127,1178,2014,"(135, 105, 773, 586)",1,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\41f21d25984938.jpg,127,1178,2014,"(143, 136, 780, 603)",1,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\420d458693dfd0.jpg,127,1178,2014,"(79, 199, 727, 499)",4,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\424d572481165f.jpg,127,1178,2014,"(88, 192, 822, 571)",5,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\43c387fcacce25.jpg,127,1178,2014,"(79, 207, 830, 581)",5,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\44de02e27cdd97.jpg,127,1178,2014,"(117, 188, 676, 489)",5,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\45f7de435f0f80.jpg,127,1178,2014,"(108, 261, 510, 476)",4,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\467ba1c4bfae02.jpg,127,1178,2014,"(164, 101, 667, 495)",1,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\477545c47ca1a4.jpg,127,1178,2014,"(35, 207, 736, 458)",3,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\4aea9444fabe49.jpg,127,1178,2014,"(117, 205, 680, 487)",4,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\4b3e8eabbd1337.jpg,127,1178,2014,"(65, 217, 749, 470)",3,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\4b984a71c87149.jpg,127,1178,2014,"(88, 218, 814, 557)",4,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\4cf2e5d20366c1.jpg,127,1178,2014,"(116, 207, 681, 417)",3,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\4d942fa414ade2.jpg,127,1178,2014,"(178, 158, 619, 490)",1,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\4ec50ceec6a5ec.jpg,127,1178,2014,"(121, 215, 688, 419)",3,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\50e1562a9bcf49.jpg,127,1178,2014,"(119, 188, 686, 444)",4,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\57d595bfa85fd2.jpg,127,1178,2014,"(187, 161, 618, 495)",1,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\611b1d1da44d50.jpg,127,1178,2014,"(73, 228, 695, 449)",3,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\62c1da2e2a5a0e.jpg,127,1178,2014,"(179, 126, 611, 510)",2,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\63ab4f75e516fc.jpg,127,1178,2014,"(42, 131, 858, 597)",5,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\64074f37ec29dc.jpg,127,1178,2014,"(155, 80, 646, 512)",2,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\67b83b3f1b30dc.jpg,127,1178,2014,"(42, 206, 770, 472)",3,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\6bcc87f0b63b74.jpg,127,1178,2014,"(142, 137, 777, 600)",1,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\6de95f0521cffe.jpg,127,1178,2014,"(67, 262, 736, 505)",3,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\6ec32bd6b6d73c.jpg,127,1178,2014,"(184, 151, 626, 526)",2,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\7233a6fc90506f.jpg,127,1178,2014,"(220, 272, 740, 540)",4,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\76e5b95489758b.jpg,127,1178,2014,"(182, 159, 602, 481)",1,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\78926f131cbf2d.jpg,127,1178,2014,"(201, 142, 604, 461)",1,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\78f1c930be98bb.jpg,127,1178,2014,"(87, 223, 709, 457)",3,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\7930137ae195fc.jpg,127,1178,2014,"(80, 68, 726, 545)",1,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\7b66d8aa5c4b29.jpg,127,1178,2014,"(185, 174, 613, 506)",1,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\7d6e2e3d6d199f.jpg,127,1178,2014,"(86, 196, 729, 507)",5,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\7e4de9b07eb786.jpg,127,1178,2014,"(122, 140, 687, 456)",4,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\8145de1d39e4cf.jpg,127,1178,2014,"(63, 233, 845, 510)",3,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\829a40197d984c.jpg,127,1178,2014,"(189, 166, 604, 510)",2,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\845bd2897c2fe9.jpg,127,1178,2014,"(104, 181, 694, 483)",4,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\861a5980e9eb69.jpg,127,1178,2014,"(97, 185, 696, 450)",4,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\87d7f8a7894254.jpg,127,1178,2014,"(101, 209, 820, 558)",4,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\887c69a8c914a9.jpg,127,1178,2014,"(172, 127, 749, 604)",2,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\9150b9ec0e5369.jpg,127,1178,2014,"(79, 186, 684, 487)",4,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\94608434da9271.jpg,127,1178,2014,"(141, 113, 785, 588)",1,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\969ee6622874cd.jpg,127,1178,2014,"(102, 189, 708, 485)",4,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\97cf7e2cf1aceb.jpg,127,1178,2014,"(51, 214, 750, 469)",3,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\985ce25c7b960f.jpg,127,1178,2014,"(30, 187, 682, 479)",4,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\99844efa20ddc6.jpg,127,1178,2014,"(63, 132, 812, 546)",4,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\9ca32a0ddf1f04.jpg,127,1178,2014,"(127, 278, 670, 547)",4,1,Luxgen,You 6 SUV,MPV
../../data/raw/compcars/image\127\1178\2014\a0c04d1e52e666.jpg,127,1178,2014,"(89, 172, 713, 497)",4,1,Luxgen,You 6 SUV,MPV
